video_id,author,comment_text,like_count,published_at,cyberbullying
BOQW2fVqHRI,@wesleyazevedo4851,Eu não sou igual a você que tem um monte de álbum da copa não completo Meu filho por favor deixa de graça por favor eu te peço imploro nos seus pés eu sou pobre,0.0,2022-11-22T22:52:42Z,1
BOQW2fVqHRI,@wesleyazevedo4851,Reinaldinho deixa seu jogo grátis eu não tenho dinheiro para pagar não meu filho deixa grátis por favor eu te peço eu sou pobre meu filho por favor deixa de graça,0.0,2022-11-22T22:51:52Z,1
BOQW2fVqHRI,@Felipaoanimacoes1578,O jogo vai ser vagabundo,0.0,2022-04-19T23:02:51Z,1
ZqoH8AjRMvc,@EliziamarlyAraujofalcao,Em algum momento não sabia que não dou um vagabundo,0.0,2024-12-31T12:01:38Z,1
ZqoH8AjRMvc,@matheusoshiro-gd2lc,"Eu não gostei muito,mas eu não sou um completo babaca que vai criticar. Parabéns enaldinho dublou o maior youtuber do mundo!!!",0.0,2024-06-07T02:45:22Z,1
ZqoH8AjRMvc,@yurihenrique9867,salve enaldinho Vini Tiago fernadinho Lari linda e o Mr beast meus amigos boa noite enaldinho esse vídeo foi top das galáxias 😁😁😁😁 parabéns 🎊🎊🎊🎊🎉🎉🎉🎉 você é o bichão mesmo doido 😁😁😁😁😁😁 é nos enaldinho Vini Tiago fernadinho Lari linda e o Mr beast meus amigos😮😮😮😮😮😮😊😊😊😱😱😱😱😁😁😁😄😄😄🔥🔥🔥😮😮😮😎😎😎👀👀👀👀,0.0,2024-05-01T03:57:36Z,1
ZqoH8AjRMvc,@joaoPauloOliveira-gc8rd,Você vai crescer muito no seu canal seu canal é o Bichão pô Namorar eu eu amo seus vídeos Moral eu sou escrita do seu canal canal,0.0,2024-04-30T20:51:08Z,1
ZqoH8AjRMvc,@aldvander,O comentário com mais likes é calvo,0.0,2024-04-30T15:22:36Z,1
9UiHhvvZ7VI,@tomasalexandresilva9303,Ele é Um Imbecil Ele Até Com a Morte Brinca Imbecil <br>Tem Muita Gente a Morrer e Esse Imbecil Brinca!,0.0,2025-03-24T16:02:55Z,1
9UiHhvvZ7VI,@RuanYurifYT,Susto do caramba viado,0.0,2024-04-08T17:37:59Z,1
9UiHhvvZ7VI,@ewelynsimonedasilva6539,ainda... KAKAKakkAKkAkAKk nunca vai ser vagabundo o enaldo,0.0,2022-11-18T13:39:13Z,1
9UiHhvvZ7VI,@Jottathx7,Puta que pariu enaldinho trollagem pessada,0.0,2022-09-01T20:14:43Z,1
9UiHhvvZ7VI,@Emanual1,mds que doente,0.0,2022-05-15T12:35:50Z,1
9UiHhvvZ7VI,@rayanimations9732,Como é q essa gente burra acreditou q ele morreu se ele uso chorma Key 🤦,0.0,2022-05-08T12:37:11Z,1
9UiHhvvZ7VI,@victormarques4849,Clickbait nojento,0.0,2022-05-04T05:39:28Z,1
9UiHhvvZ7VI,@DomGatoCosmic,Até parece que isso é real só criança burra mesmo vai nisso edição lglg,0.0,2022-04-30T16:10:51Z,1
9UiHhvvZ7VI,@RAIOESPORTIVO,Qual foi fé da puta não faz isso não meno,0.0,2022-04-23T00:41:55Z,1
9UiHhvvZ7VI,@allanaguiar2077,POBRE ENALDO,0.0,2022-04-13T23:09:11Z,1
9UiHhvvZ7VI,@srdino7074,Kkkkk quem é Otário de cai nessa capa,0.0,2022-04-13T21:31:45Z,1
9UiHhvvZ7VI,@Ninngcorleone,Porra karai brinca com isso nn karalho puta que pario mano thumb nail quase me matou do coração,0.0,2022-04-13T18:34:36Z,1
9UiHhvvZ7VI,@lucasesteves-jogosediversa5470,"Que título e capa para vídeo mais IMBECIL! Meu filho entrou em desespero e muito choro, ele tem apenas 7 anos  e ERA fã desse sensacionalista, que seus vídeos são forçados e sem naturalidade nenhuma  eu como pai já havia alertado meu filho mas agora foi longe demais!!! Tenha respeito com seus inscritos!!! Título apelativo para conseguir visualizações e &quot;likes&quot; acredito que você não precise disso!",0.0,2022-04-13T18:29:21Z,1
9UiHhvvZ7VI,@Vitor111,A mano o cara fazendo video ainda esse otário fica assistindo,1.0,2022-04-13T15:08:42Z,1
gAX7mW3KFTQ,@analuciaramosdasilva2701,User você é muito burra e o enaldinho kkkkkk,0.0,2024-05-22T16:15:16Z,1
gAX7mW3KFTQ,@Nycollaskaua,Mais ou menos Biel só tá um pouquinho gordão né,0.0,2024-05-22T15:05:53Z,1
gAX7mW3KFTQ,@ritadecassiadasilvaxavier8820,Macaco 🦍🦍🦍🦍🦍🦍🦍🦍,0.0,2024-05-22T14:19:42Z,1
gAX7mW3KFTQ,@DaviVolpatoNadal,Vocês são pobre,0.0,2024-05-22T13:50:10Z,1
ZzOXtngrGeM,@DanielleRodrigues-t2s,Deixa um gigante assim com um todo idiota quem vai ganhar mais inscritos,0.0,2025-01-11T11:52:50Z,1
ZzOXtngrGeM,@joseliavieira-wk3le,Ele quis bater 40 milhões e ele n comemorou ele pediu pra gente se inscrever e a gente fez isso ele n comemora mas que coisa ele n gosta de ninguém ele gosta do dinheiro 💰 ele quer dinheiro e a gente tem q ficar vendo a vida de rico dele ele ganha muito dinheiro e n ajuda uma cidade pobre muita gente nunca foi pro show dele aq na minha cidade,0.0,2025-01-10T22:18:47Z,1
ZzOXtngrGeM,@Robertocozinha,Sinais de que você é pobre,0.0,2025-01-10T15:29:14Z,1
UEYmhlOE3i0,@mirella-jogo,Cara acabou de passar o seu comercial do Enaldinho de como aprender português mas eu to muito pobre até demais 😂,0.0,2024-07-20T22:37:02Z,1
UEYmhlOE3i0,@MAQUINISTA-DO-TREM-BALA-12,Precisa falar igual um babaca mano ??😊,0.0,2024-07-18T23:27:14Z,1
UEYmhlOE3i0,@astaeosmaguinhos4279,Seu pobre precisava de dinheiro ne,0.0,2024-07-17T14:34:33Z,1
UEYmhlOE3i0,@eduardoperes1865,Sacanagem nao saber ingles em uma puta oportunidade de networking dessa. Nao comseguiu ao mesmo trocar uma ideia com o Jimmu,1.0,2024-07-17T05:15:42Z,1
UEYmhlOE3i0,@Cleitinho-p8q,Meda dinheiro estou pobre 😢,1.0,2024-07-16T22:26:00Z,1
UEYmhlOE3i0,@WesleyVieira-k8b,Para aquele cara de toquinho miserável eu tenho aqui miserável aquele miserável fez tu perder foi miserável eu tô com raiva daquele miserável bem feito que ele perdeu no segundo seguinte aquele miserável 🫠,0.0,2024-07-16T21:09:31Z,1
UEYmhlOE3i0,@Fashikkj_Oficialツ,"Hj não e meu aniversário, eu só n qria um like 😍<br><br><br>Edit: <b>Tropa nois vai zuar com a cara desses mendigos usando o inverso, e n seguir a msm conduta deles pô</b><br><br><br>Mendigo de like pega pfvr <br>:<br>(\_/)<br>( •.•)<br>/&gt;💼📚",0.0,2024-07-15T01:39:58Z,1
UEYmhlOE3i0,@Twoop97,"Muito bom, mais duvido eles colocar um pobre que ganha 1 salário mínimo lá, certamente o pobre ganharia",0.0,2024-07-14T21:57:46Z,1
UEYmhlOE3i0,@everaldocarvalho1440,Puta q p4riu em 4 horas já subiu 1 milhão de inscritos,0.0,2024-07-14T19:49:13Z,1
UEYmhlOE3i0,@gauchito666,enaldinho. e quackyti 2 caras insanos um cara morava na pobreza que revolucionou o minecraft global e o enaldinho não tem o que dizer,0.0,2024-07-14T17:50:20Z,1
UEYmhlOE3i0,@pauloafonso2433,enaldo corno no brasil a Aninha  a pegar o reenato garcia,0.0,2024-07-14T16:58:42Z,1
aMF3dfR6Yc4,@arthurart1904,VOCE ALCOMPANHOU ELE TODA A JORNADA PARA FAZER SUA LOUCA BURRA,0.0,2025-04-02T00:17:26Z,1
aMF3dfR6Yc4,@wesleycalvacante4039,Meu Deus tá brigando com enaldinho velho pelo amor de Deus sua burra menina vai ganhar porque eu torço por ele 3-2,0.0,2024-11-30T14:50:29Z,1
aMF3dfR6Yc4,@wesleycalvacante4039,Otária perde Jéssica perde sua otária😂,0.0,2024-11-30T14:49:20Z,1
aMF3dfR6Yc4,@MarcosPorsidonio-z9r,Aí o Enaldinho foi burro,0.0,2024-11-22T03:32:23Z,1
aMF3dfR6Yc4,@Vytorhugo244,"<a href=""https://www.youtube.com/watch?v=aMF3dfR6Yc4&amp;t=246"">4:06</a> ce tira o diamante da placa e destruir entao um furro no meio da rua e um buraco negro.",1.0,2024-11-21T02:45:57Z,1
aMF3dfR6Yc4,@i.johnathanmorais5865,"Enaldinho tem um fã louco e doente mental na sua casa e colocou um víros no seu computador, ele está no seu porão e ameaçou a gente, sério man eu vou ligar pra policia😢",0.0,2024-11-21T01:51:48Z,1
aMF3dfR6Yc4,@gracielisilva9644,A jessi é burra,1.0,2024-11-20T20:43:13Z,1
aMF3dfR6Yc4,@MuriloBarbozadeJesus,Uma pergunta:<br><br>A Jessi é burra ou se faz?,0.0,2024-11-20T02:00:53Z,1
aMF3dfR6Yc4,@gabrielsalomao9801,Enaldo tu sabe que tem um vagabundo aqui na sua casa un desconhecido vagabundo,0.0,2024-11-19T23:16:17Z,1
aMF3dfR6Yc4,@lorenadantas1975,enaldo tem uma puta de happy invadidu seu canal,1.0,2024-11-19T22:03:01Z,1
aMF3dfR6Yc4,@brunachaveiro3047,TV tudo pobre,0.0,2024-11-19T14:33:27Z,1
2eu6efo-gBs,@TaylorRavi-x4i,Nicolas você é burro elas falam em outra língua,0.0,2025-01-01T23:14:39Z,1
2eu6efo-gBs,@paulojorgefreiredias775,Cala a boca Enaldo cresce e para de ser um vagabundo,0.0,2024-12-16T12:00:36Z,1
2eu6efo-gBs,@LucasteylonMendes,Skkssksksk puta,0.0,2024-11-24T14:43:27Z,1
2eu6efo-gBs,@anamariafaustino2792,Ui Nicolas você é corno 😂,0.0,2024-11-17T17:30:24Z,1
2eu6efo-gBs,@pulga_gamer_edit,"<a href=""https://www.youtube.com/watch?v=2eu6efo-gBs&amp;t=240"">4:00</a> lá ele Paola tá meio esquisito",0.0,2024-11-14T00:08:42Z,1
2eu6efo-gBs,@Santsz91,Filho da puta era pra ficar com a Jesse seu beta se vc não quer ela pode mandar pra. Ca que eu quero <br><br> Womp womp!!,0.0,2024-11-08T23:23:29Z,1
2eu6efo-gBs,@raulpabloalmeida9229,Nicolas e burro,0.0,2024-11-08T23:12:33Z,1
2eu6efo-gBs,@Moises_.12e-xd,Po sso mendiga like ??  <br><br><br><br><br>Kk,0.0,2024-11-08T21:46:34Z,1
2eu6efo-gBs,@williamguedes1028,Nick é muito burro tenho que escolher a dos Estados Unidos era muito mais bonita e falava um pouco a língua dele😊 ai que raiva 😊,0.0,2024-11-08T20:36:52Z,1
2eu6efo-gBs,@SalomaoCordeiro-el7tj,TUGAS a rapariga que tinha a bandeira portuguesa não era portuguesa era br,0.0,2024-11-08T15:36:33Z,1
2eu6efo-gBs,@vinikid3133,O comentário q tiver mais likes e corno,0.0,2024-11-08T15:11:22Z,1
x--vfRhaP0Q,@AngelitaDomingos-i4j,O brenne ser acha muito  aquilo calvo,0.0,2024-10-31T16:19:40Z,1
x--vfRhaP0Q,@walasbarreto2419,Enaldinho você e um vagabundo,0.0,2024-10-23T02:41:05Z,1
x--vfRhaP0Q,@tatianaerogerio8928,Enaldinho cuidado cuidado porque o rubro-negro vai te pegar Malu vai perder já ganhamos já estamos na final agora vamos te derrotar só para falar,0.0,2024-10-22T23:10:01Z,1
x--vfRhaP0Q,@Davizin_dbz_edit,"Enaldinho manda pelo menos 1000 reais no pix da minha avó por que agente é meio pobre né e eu sempre quis que a minha vó ganhasse 1000 reais no pix por favor manda ai amanhã as <a href=""https://www.youtube.com/watch?v=x--vfRhaP0Q&amp;t=900"">15:00</a> eu converso com você e manda seu numero pro meu pai por favor",0.0,2024-10-22T21:29:38Z,1
