video_id,author,comment_text,like_count,published_at,cyberbullying
aMF3dfR6Yc4,@arthurart1904,VOCE ALCOMPANHOU ELE TODA A JORNADA PARA FAZER SUA LOUCA BURRA,0,2025-04-02T00:17:26Z,1
aMF3dfR6Yc4,@wesleycalvacante4039,Meu Deus tá brigando com enaldinho velho pelo amor de Deus sua burra menina vai ganhar porque eu torço por ele 3-2,0,2024-11-30T14:50:29Z,1
aMF3dfR6Yc4,@MarcosPorsidonio-z9r,Aí o Enaldinho foi burro,0,2024-11-22T03:32:23Z,1
aMF3dfR6Yc4,@Vytorhugo244,"<a href=""https://www.youtube.com/watch?v=aMF3dfR6Yc4&amp;t=246"">4:06</a> ce tira o diamante da placa e destruir entao um furro no meio da rua e um buraco negro.",1,2024-11-21T02:45:57Z,1
aMF3dfR6Yc4,@i.johnathanmorais5865,"Enaldinho tem um fã louco e doente mental na sua casa e colocou um víros no seu computador, ele está no seu porão e ameaçou a gente, sério man eu vou ligar pra policia😢",0,2024-11-21T01:51:48Z,1
aMF3dfR6Yc4,@gracielisilva9644,A jessi é burra,1,2024-11-20T20:43:13Z,1
aMF3dfR6Yc4,@MuriloBarbozadeJesus,Uma pergunta:<br><br>A Jessi é burra ou se faz?,0,2024-11-20T02:00:53Z,1
aMF3dfR6Yc4,@gabrielsalomao9801,Enaldo tu sabe que tem um vagabundo aqui na sua casa un desconhecido vagabundo,0,2024-11-19T23:16:17Z,1
aMF3dfR6Yc4,@lorenadantas1975,enaldo tem uma puta de happy invadidu seu canal,1,2024-11-19T22:03:01Z,1
aMF3dfR6Yc4,@KIZZYoficial.00,Enaldinho te um mostro na sua casa eu acho que é o ZAP 5.0 ele tá puto com os seus inscritos 😢 ele quando ele tá bem ele fica com a cara roxa e quando ele fica com raiva a cara dele fica  vermelha q deus té abençoe também q deus té livre desse mostro ❤ Enaldinho vc pode fazer um favor mande os seus inscritos fazer uma placa estrito a sim deus está voltando e depois dê fazer tudo isso mande eles fazerem uma chamada de vídeo e quando tiver acabando o seu vídeo aí vc coloque a chamada de vídeo no final do seu vídeo ❤❤❤❤q deus fasa q vc bata os 40mil inscritos 🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉chau,1,2024-11-19T19:02:27Z,1
aMF3dfR6Yc4,@brunachaveiro3047,TV tudo pobre,0,2024-11-19T14:33:27Z,1
2eu6efo-gBs,@TaylorRavi-x4i,Nicolas você é burro elas falam em outra língua,0,2025-01-01T23:14:39Z,1
2eu6efo-gBs,@paulojorgefreiredias775,Cala a boca Enaldo cresce e para de ser um vagabundo,0,2024-12-16T12:00:36Z,1
2eu6efo-gBs,@LucasteylonMendes,Skkssksksk puta,0,2024-11-24T14:43:27Z,1
2eu6efo-gBs,@anamariafaustino2792,Ui Nicolas você é corno 😂,0,2024-11-17T17:30:24Z,1
2eu6efo-gBs,@pulga_gamer_edit,"<a href=""https://www.youtube.com/watch?v=2eu6efo-gBs&amp;t=240"">4:00</a> lá ele Paola tá meio esquisito",0,2024-11-14T00:08:42Z,1
2eu6efo-gBs,@Santsz91,Filho da puta era pra ficar com a Jesse seu beta se vc não quer ela pode mandar pra. Ca que eu quero <br><br> Womp womp!!,0,2024-11-08T23:23:29Z,1
2eu6efo-gBs,@raulpabloalmeida9229,Nicolas e burro,0,2024-11-08T23:12:33Z,1
2eu6efo-gBs,@williamguedes1028,Nick é muito burro tenho que escolher a dos Estados Unidos era muito mais bonita e falava um pouco a língua dele😊 ai que raiva 😊,0,2024-11-08T20:36:52Z,1
2eu6efo-gBs,@SalomaoCordeiro-el7tj,TUGAS a rapariga que tinha a bandeira portuguesa não era portuguesa era br,0,2024-11-08T15:36:33Z,1
2eu6efo-gBs,@vinikid3133,O comentário q tiver mais likes e corno,0,2024-11-08T15:11:22Z,1
x--vfRhaP0Q,@AngelitaDomingos-i4j,O brenne ser acha muito  aquilo calvo,0,2024-10-31T16:19:40Z,1
x--vfRhaP0Q,@walasbarreto2419,Enaldinho você e um vagabundo,0,2024-10-23T02:41:05Z,1
x--vfRhaP0Q,@tatianaerogerio8928,Enaldinho cuidado cuidado porque o rubro-negro vai te pegar Malu vai perder já ganhamos já estamos na final agora vamos te derrotar só para falar,0,2024-10-22T23:10:01Z,1
