video_id,author,comment_text,like_count,published_at,categorias,classificacao
47FGBO1UbWA,@Cantinhodoamor2024,elaine leandro carolina rafael laura alzenira geraldo livrainos pai todos males livrainos perseguicoes inimigo livrainos pobreza escassez livrainos doenca fisica espiritual mental abencoada prospera familia,0,2025-07-17T19:52:50Z,['classismo'],toxic
47FGBO1UbWA,@jheinymendes218,jheiny ranyere olinda martins jhony martins dayane breno ricardo eva lorrana marcos gisele hernane filhos adriely larrisa bia elis michel joyce fabioronaldo sampaio andreia tia maria nilce pablo lucas dailane natalia conrrado familia abencoada preterida bens multiplicados todo espirito morte toda macumbaria bruxaria olho gordo inveja atingido caia terra perca forcas nome d jesus cubra sangue muda vidas abencoado liberta lugar trabalho,0,2025-07-17T19:26:03Z,['gordofobia'],not_toxic
47FGBO1UbWA,@ElianaCandido-g1w,eliana jhenifer fabiano euripides eurides claresmino ademilson reginaldo marli adaira carla claudia flavio fabio fernando flavia kaique eliana sandra artur josiane bruno sofia clayton mariene lorena heitor lucas genro pedro henrique todos pedem oracao senhor abencoe vida sentimental espiritual familiar saude fisica prosperidade vida profissional abencoe senhor parentes perto parentes longe alcance todos papai querido deus rei meubreu creio cura libertacao filha ansiedade medo panico prepotencia boca suja xingar falar palavrao escutar fank limpa restaura transforma senhor jesus brjhenifer vitoria candido fagundes vida sentimental espiritual familiar saude fisica prosperidade vida profissionalbreurides carla pedro henrique restauracao casamento vida familiar afasta tira pessoas presisam sair conviviu pessoas so fica disse dissebrfabiano repreende vicio alcool cigarro prepotencia transforma senhor jesus vida brabencoe dia hoje filhabrabencoe tbm papai querido filha coracao kesya lima brjhenifer vitoria candido fagundesbrlucas fernandesbreliana candido fagundes brfabiano rodrigues fagundes brclaresmino candido brademilson candido breurides candido brreginaldo candido breuripedes nogueira candido brnadir ferreira lima brgermano madureira brirma dulce brana claudia osmair brreginaldo claudia brlucineia souza vida emocional espiiritual familiar breliana fabiano vida emocional mental gula espiritual familiar sentimental saude fisica financeira brsimonebrmanubrflavio dor estomago brsergio esteves garcia maosbrnivaldo problemas olho nervosismo breliana problemas intestino emocional mental depressao familiar brailton matos cirurgia hernia brdona iraci cancer intestino brbianca vitoria placido silva nao permissao papai querido saia casa filhabrdavi guilherme oliveira silvabrademilsom hungaro devolver dinheiro irmao euridesbrirma sebastianabrze egua incomoda senhor jesus ze pra pagar carro veronabrsenhor jesus nao permissao bia casa fia tire labredmaldicao sera transformada bencaos eduardo henrique netinho zenildabrna vida maldicao sera transformada bencaos brna vida maldicao sera transformada bencaosbrna vida maldicao sera transformada bencaos brna vida jhenifer vitoria lucas fernandes toda maldicao sera transformada bencaos brna vida jhenifer vitoria lucas fernandes toda maldicao sera transformada bencaos brna vida jhenifer vitoria lucas fernandes toda maldicao sera transformada bencaosbrpr fernando lacerda brpr riviabrbispo bruno leonardobrnoemi leticia sobrinha quebra todo mal vida nono toda inveja olho gordo toda maldicao hereditaria toda macumba bruxaria toda infeccao intestino estomago caia terra agora nome jesus querido sangue vertido naquela cruz cura jesus cura jesus cura jesus misericordia,0,2025-07-17T19:23:10Z,['gordofobia'],toxic
47FGBO1UbWA,@elienequeiroz484,eliene anderson crisia reginaldo eliana senhor livrar todos nois enfermidade praga inimigos macumbeiro fuxikeiro armadilha diabo remove dores corpo perna nome senhor jesus,0,2025-07-17T19:11:42Z,['intolerância religiosa'],toxic
47FGBO1UbWA,@crislanecastro4891,exame qeubrmaria luiza fizer venha normal nao velha ter desenvolver demencia nome jesus cristo amem,0,2025-07-17T18:56:25Z,['etarismo'],toxic
47FGBO1UbWA,@mariadocarmomuniz8284,peco oracao familia casa trabalho maria carmo marcelo muniz jose fernando coloco protecao oracao bencaos salmo livramentos quebra todas maldicao perturbacao perseguicao vicios inveja olhos gordo livras,0,2025-07-17T18:43:55Z,['gordofobia'],not_toxic
47FGBO1UbWA,@DamianaJustinoAlves,deus mim livre toda doenca perigosa mim livre toda doenca ruim deus mim livre toda invejosos mim livre toda inveja mim livre todo olho gordo todo olho grande deus mim livre todas pessoas falsas toda mal amizade deus mim livre desse tipo gente falsa deus afaste tipo gente falsa perto mim protegida deus senhora divino espirito santo sao miguel arcanjo caminhos estao guardados anjos senhor jesus cristo protegida baixo salmo guardada esconderijo altissimo pra mal chegar perto mim protegida brindada deus divino espirito santo sao miguel arcanjo,0,2025-07-17T18:10:29Z,['gordofobia'],toxic
47FGBO1UbWA,@DamianaJustinoAlves,deus abencoe primos ze neto geraldo deus livre toda armadilha inimigo laco passarinheiro invejosos deus livre todo olho gordo toda inveja todas pessoas falsas deus afaste todas pedras tropeco caminho ze neto geraldo deus livre toda siladas inimigo ze neto geraldo sao protegido baixo salmo guardado esconderijo altissimo pra mal chegar perto ze neto geraldo sao protegido deus divino espirito santo sao miguel arcanjo sao miguel arcanjo direita esquerda afrente atras ze neto geraldo deus via anjos protecao pra proteger todo perigo deus livre toda maldade deus livre ze neto geraldo sao protegido deus senhora divino espirito santo sao miguel arcanjo deus cura ze neto diabete deus desmanche todo feitico bruxaria macumba fizero pra ze neto desmanchado nome jesus cristo deus livre todo perigo todo mal deus livramento ze neto,0,2025-07-17T18:05:16Z,['gordofobia'],toxic
47FGBO1UbWA,@DamianaJustinoAlves,deus abencoe proteja filhos jose carlos maria damiana graziele esposo aldair deus livre filhos toda armadilha inimigo laco passarinheiro invejosos deus livre filhos todo olho gordo toda inveja todas pessoas falsas toda mal amizade deus afaste tipo gente falsa perto filhos caminhos filhos deus livre filhos toda siladas inimigo deus inimigo raiva filhos inimigo olho nao possa ver filhos boca nao possa falar filhos mao nao possa levantar pra filhos pe nao possa dar passo pra perto filhos porque deus nao vai deixar mal perigo chegar perto filhos deus via muro fogo protecao alredo filhos pra mal chegar perto filhos filhos sao protegido baixo salmo guardado esconderijo altissimo protejidos deus senhora divino espirito santo sao miguel arcanjo sao miguel arcanjo direita esquerda afrente atras filhos pra livra proteje todo perigo todo mal toda maldade inimigo caminhos filhos estao guardados anjos senhor jesus cristo peco deus senhora divino espirito santo sao miguel arcanjo faca serco volta filhos pra mal perigo chegar perto filhos porque protege filhos deus senhora divino espirito santo sao miguel arcanjo filhos sao protegido brindado deus divino espirito santo sao miguel arcanjo,0,2025-07-17T17:56:37Z,['gordofobia'],toxic
47FGBO1UbWA,@SocorroSilva-pm9pv,pedido oracao deus irmao jose beto luz semana nao fortunato faca manuel epoca fortunato velho esqueci jose silva amem deus,1,2025-07-17T17:33:55Z,['etarismo'],toxic
47FGBO1UbWA,@tudosobreavidadevaleria517,valeria tudo nada faltara shalom efata nome jesus cristo jesus misericordia peco perdao tudo pensar falar agir perdoe pensamento negativo ingratidao amor deus jesus misericordia agradeco tudo livramento cuidado migo filhos netos agradeco tudo dia viva entrego tudo maos abencoada poderosa protegida nome jesus cristo jesus misericordia peco maos abencoada familia protegida bencaos multiplicada nome jesus cristo jesus misericordia peco restaure saude mental fisica filhos netos toda doenca oculta escondida contra caia terra amor deus jesus misericordia peco cuide filhos netos thalita yuri marcela felipe lourenzo melissa sofia ana clara thiago familia amor deus jesus misericordia peco livra filhos netos todo mal palavras mal faladas macumba fofocas acidente inveja acidente olho gordo macumba perseguicao traicao brigas contenda todo mal lancado sobre vida filhos netos familia caia terra amor deus jesus misericordia peco justica tire todas preocupacao ansiedade tire todo espirito perturbador vida mente senhor coracao amor deus tire td tristeza agonia opressao pensamento negativo ansiedade depressao raiva vinganca senhor amor deus ajuda senhor fazer vontade amor deus jesus ajuda desapega edivaldo ajuda senhor esquecer amor deus jesus misericordia peco trate toda traicao ruindade covardia senhor ajuda senhor amor deus jesus misericordia peco ajuda abre efata reforma apartamento tire td impedimento empecilho conforme vontade ajuda senhor amor deus arrumar cozinha provisao amor deus jesus misericordia peco abre efata ajuda filho vender moto amor deus jesus misericordia peco envia comprador onesto bom amor deus jesus misericordia peco nao abandona amor deus jesus misericordia peco nao retire mim amor misericordia peco amor deus jesus misericordia peco jesus filho davi misericordia mim atende clamor peticao oracoes amor deus jesus amo deus fiel,0,2025-07-17T16:28:14Z,['gordofobia'],toxic
47FGBO1UbWA,@robertacosta4483,senhor livra mim filho todo mal todo olho gordo toda inveja toda palavra maldicao toda perseguicao,0,2025-07-17T16:27:06Z,['gordofobia'],toxic
47FGBO1UbWA,@claudiamedeiros7699,abencoa relacionamento afasta espirito amante brigas cancela toda palavra maldicao contra vidas afasta inveja olho gordo nao deixa nada ruim acontecer gente abencoa uniao q felizes unidos abencoa marido q nao desfaz mim valoriza,0,2025-07-17T16:10:33Z,['gordofobia'],toxic
47FGBO1UbWA,@claudiamedeiros7699,abencoa filho lucas nao deixa nada ruim acontecer proteja ilumine caminhos saude muitos anos vida cancela inveja olho gordo contra vida,0,2025-07-17T16:09:39Z,['gordofobia'],toxic
47FGBO1UbWA,@claudiamedeiros7699,abencoa filho gladston nessa nova etapa vida quartel afasta inveja olho gordo nao deixa nada ruim acontecer folego conseguir realizar atividades saude forca coragem determinacao muitos anos vida abencoa enganjar quartel,0,2025-07-17T16:08:47Z,['gordofobia'],toxic
47FGBO1UbWA,@Docarmo-n4s,nessa oracao inclui nome filho leonardo davi isaias leomar sheila liliane juliane alexia gabriel levi gerson mylena corrinha edna edna rafael jailson clairton liliane carmo korn korn raimundo assis corrinha cicinha helen natalicia naiara nayara tim wilson jailson ernilson ciene vitinho galinha silvano todos,0,2025-07-17T16:07:09Z,['machismo'],not_toxic
47FGBO1UbWA,@valdenicealves3278,valdenice jamilson jamerson milena senhor deus abencoe poderosamente livre todas invejas olho gordo todas areas vidas cuide poderosamente lanchonete livre todas invejas olho gordo coloque bastante cliente lanchonete gratidao fe amem,0,2025-07-17T15:17:32Z,['gordofobia'],toxic
47FGBO1UbWA,@ivanildadossantos9893,ivanilda santos obrigado senhor dia vida senhor so quero agradecer tudo feito mim senhor entra providencia vida financeira todas areas vida senhor perdoa pecados senhor mutipliqui celeiros cem hoje amanha sempre senhor mim proteja todos males senhor mim cura desta dor cabeca costas pes coluna senhor nao deixe faltar pao dia cada dia nao senhor prosperidade gloria senhor deus senhor repreenda todo olho gordo todos invejoso senhor mim prospera vida financeira todas areas vida pagar dividas devendo senhor repreenda todos mandaram mensagem pra celular mim ameacando morte familia repreenda todos senhor abre portas vida financeira todas areas vida pagar dividas devendo senhor mim tira deste vale umilhacao dividas mim bota mesa honra senhor mim livra laco passarinheiro peste perniciosa senhor mim bencao senhor deu jo senhor mim bencao financeira pra pagar dividas devendo senhor abre portas vida financeira todas areas vida pagar dividas devendo gratidao senhor tudo feito mim,0,2025-07-17T15:12:02Z,['gordofobia'],toxic
